,index,track,rank,date
1794,997,Higher,63.0,1999-10-02
1795,1314,Higher,61.0,1999-10-09
1796,1631,Higher,58.0,1999-10-16
1797,1948,Higher,56.0,1999-10-23
1798,2265,Higher,52.0,1999-10-30
1799,2582,Higher,56.0,1999-11-06
1800,2899,Higher,57.0,1999-11-13
1801,3216,Higher,57.0,1999-11-20
1802,3533,Higher,57.0,1999-11-27
1803,3850,Higher,57.0,1999-12-04
1804,4167,Higher,57.0,1999-12-11
1805,4484,Higher,60.0,1999-12-18
1806,4801,Higher,61.0,1999-12-25
1807,5118,Higher,61.0,2000-01-01
1808,5435,Higher,57.0,2000-01-08
1809,5752,Higher,60.0,2000-01-15
1810,6069,Higher,61.0,2000-01-22
1811,8922,Higher,43.0,2000-03-25
1812,9239,Higher,41.0,2000-04-01
1813,9556,Higher,34.0,2000-04-08
1814,9873,Higher,28.0,2000-04-15
1815,10190,Higher,25.0,2000-04-22
1816,10507,Higher,23.0,2000-04-29
1817,10824,Higher,22.0,2000-05-06
1818,11141,Higher,16.0,2000-05-13
1819,11458,Higher,16.0,2000-05-20
1820,11775,Higher,18.0,2000-05-27
1821,12092,Higher,14.0,2000-06-03
1822,12409,Higher,13.0,2000-06-10
1823,12726,Higher,13.0,2000-06-17
1824,13043,Higher,11.0,2000-06-24
1825,13360,Higher,11.0,2000-07-01
1826,13677,Higher,9.0,2000-07-08
1827,13994,Higher,9.0,2000-07-15
1828,14311,Higher,7.0,2000-07-22
1829,14628,Higher,7.0,2000-07-29
1830,14945,Higher,9.0,2000-08-05
1831,15262,Higher,9.0,2000-08-12
1832,15579,Higher,12.0,2000-08-19
1833,15896,Higher,14.0,2000-08-26
1834,16213,Higher,16.0,2000-09-02
1835,16530,Higher,17.0,2000-09-09
1836,16847,Higher,17.0,2000-09-16
1837,17164,Higher,21.0,2000-09-23
1838,17481,Higher,26.0,2000-09-30
1839,17798,Higher,29.0,2000-10-07
1840,18115,Higher,32.0,2000-10-14
1841,18432,Higher,39.0,2000-10-21
1842,18749,Higher,39.0,2000-10-28
1843,19066,Higher,43.0,2000-11-04
1844,19383,Higher,47.0,2000-11-11
1845,19700,Higher,50.0,2000-11-18
1846,20017,Higher,50.0,2000-11-25
1847,20334,Higher,49.0,2000-12-02
1848,35,Hot Boyz,36.0,1999-11-27
1849,352,Hot Boyz,21.0,1999-12-04
1850,669,Hot Boyz,13.0,1999-12-11
1851,986,Hot Boyz,9.0,1999-12-18
1852,1303,Hot Boyz,7.0,1999-12-25
1853,1620,Hot Boyz,7.0,2000-01-01
1854,1937,Hot Boyz,5.0,2000-01-08
1855,2254,Hot Boyz,7.0,2000-01-15
1856,2571,Hot Boyz,7.0,2000-01-22
1857,2888,Hot Boyz,7.0,2000-01-29
1858,3205,Hot Boyz,8.0,2000-02-05
1859,3522,Hot Boyz,11.0,2000-02-12
1860,3839,Hot Boyz,7.0,2000-02-19
1861,4156,Hot Boyz,10.0,2000-02-26
1862,4473,Hot Boyz,11.0,2000-03-04
1863,4790,Hot Boyz,12.0,2000-03-11
1864,5107,Hot Boyz,15.0,2000-03-18
1865,5424,Hot Boyz,17.0,2000-03-25
1866,5741,Hot Boyz,23.0,2000-04-01
1867,6058,Hot Boyz,30.0,2000-04-08
1868,6375,Hot Boyz,38.0,2000-04-15
1869,122,How Do You Like Me Now?!,77.0,2000-01-29
1870,439,How Do You Like Me Now?!,72.0,2000-02-05
1871,756,How Do You Like Me Now?!,59.0,2000-02-12
1872,1073,How Do You Like Me Now?!,53.0,2000-02-19
1873,1390,How Do You Like Me Now?!,45.0,2000-02-26
1874,1707,How Do You Like Me Now?!,43.0,2000-03-04
1875,2024,How Do You Like Me Now?!,41.0,2000-03-11
1876,2341,How Do You Like Me Now?!,36.0,2000-03-18
1877,2658,How Do You Like Me Now?!,36.0,2000-03-25
1878,2975,How Do You Like Me Now?!,32.0,2000-04-01
1879,3292,How Do You Like Me Now?!,31.0,2000-04-08
1880,3609,How Do You Like Me Now?!,31.0,2000-04-15
1881,3926,How Do You Like Me Now?!,35.0,2000-04-22
1882,4243,How Do You Like Me Now?!,35.0,2000-04-29
1883,4560,How Do You Like Me Now?!,38.0,2000-05-06
1884,4877,How Do You Like Me Now?!,43.0,2000-05-13
1885,5194,How Do You Like Me Now?!,45.0,2000-05-20
1886,5511,How Do You Like Me Now?!,51.0,2000-05-27
1887,5828,How Do You Like Me Now?!,52.0,2000-06-03
1888,6145,How Do You Like Me Now?!,54.0,2000-06-10
1889,258,How Many Licks?,79.0,2000-11-25
1890,575,How Many Licks?,75.0,2000-12-02
1891,892,How Many Licks?,77.0,2000-12-09
1892,1209,How Many Licks?,86.0,2000-12-16
1893,1526,How Many Licks?,86.0,2000-12-23
1894,1843,How Many Licks?,89.0,2000-12-30
1895,2794,How Many Licks?,96.0,2001-01-20
1896,3111,How Many Licks?,96.0,2001-01-27
1897,3428,How Many Licks?,96.0,2001-02-03
1898,241,I Belong To You,78.0,2000-03-25
1899,558,I Belong To You,77.0,2000-04-01
1900,875,I Belong To You,71.0,2000-04-08
1901,1192,I Belong To You,71.0,2000-04-15
1902,1509,I Belong To You,71.0,2000-04-22
1903,1826,I Belong To You,83.0,2000-04-29
1904,2143,I Belong To You,90.0,2000-05-06
1905,2460,I Belong To You,90.0,2000-05-13
1906,2777,I Belong To You,93.0,2000-05-20
1907,263,I Disappear,86.0,2000-05-13
1908,580,I Disappear,84.0,2000-05-20
1909,897,I Disappear,88.0,2000-05-27
1910,1214,I Disappear,81.0,2000-06-03
1911,1531,I Disappear,81.0,2000-06-10
1912,1848,I Disappear,76.0,2000-06-17
1913,2165,I Disappear,81.0,2000-06-24
1914,2482,I Disappear,81.0,2000-07-01
1915,2799,I Disappear,78.0,2000-07-08
1916,3116,I Disappear,84.0,2000-07-15
1917,3433,I Disappear,83.0,2000-07-22
1918,3750,I Disappear,82.0,2000-07-29
1919,4067,I Disappear,87.0,2000-08-05
1920,4384,I Disappear,88.0,2000-08-12
1921,4701,I Disappear,91.0,2000-08-19
1922,5018,I Disappear,94.0,2000-08-26
1923,5335,I Disappear,98.0,2000-09-02
1924,5652,I Disappear,95.0,2000-09-09
1925,5969,I Disappear,89.0,2000-09-16
1926,6286,I Disappear,95.0,2000-09-23
1927,135,I Don't Wanna,84.0,2000-01-29
1928,452,I Don't Wanna,62.0,2000-02-05
1929,769,I Don't Wanna,51.0,2000-02-12
1930,1086,I Don't Wanna,41.0,2000-02-19
1931,1403,I Don't Wanna,38.0,2000-02-26
1932,1720,I Don't Wanna,35.0,2000-03-04
1933,2037,I Don't Wanna,35.0,2000-03-11
1934,2354,I Don't Wanna,38.0,2000-03-18
1935,2671,I Don't Wanna,38.0,2000-03-25
1936,2988,I Don't Wanna,36.0,2000-04-01
1937,3305,I Don't Wanna,37.0,2000-04-08
1938,3622,I Don't Wanna,37.0,2000-04-15
1939,3939,I Don't Wanna,38.0,2000-04-22
1940,4256,I Don't Wanna,49.0,2000-04-29
1941,4573,I Don't Wanna,61.0,2000-05-06
1942,4890,I Don't Wanna,63.0,2000-05-13
1943,5207,I Don't Wanna,62.0,2000-05-20
1944,5524,I Don't Wanna,67.0,2000-05-27
1945,5841,I Don't Wanna,83.0,2000-06-03
1946,6158,I Don't Wanna,86.0,2000-06-10
1947,213,I Don't Wanna Kiss You Goodnight,63.0,2000-04-15
1948,530,I Don't Wanna Kiss You Goodnight,61.0,2000-04-22
1949,847,I Don't Wanna Kiss You Goodnight,68.0,2000-04-29
1950,1164,I Don't Wanna Kiss You Goodnight,73.0,2000-05-06
1951,1481,I Don't Wanna Kiss You Goodnight,91.0,2000-05-13
1952,57,I Just Wanna Love U (Give It 2 Me),58.0,2000-10-28
1953,374,I Just Wanna Love U (Give It 2 Me),45.0,2000-11-04
1954,691,I Just Wanna Love U (Give It 2 Me),35.0,2000-11-11
1955,1008,I Just Wanna Love U (Give It 2 Me),26.0,2000-11-18
1956,1325,I Just Wanna Love U (Give It 2 Me),23.0,2000-11-25
1957,1642,I Just Wanna Love U (Give It 2 Me),19.0,2000-12-02
1958,1959,I Just Wanna Love U (Give It 2 Me),14.0,2000-12-09
1959,2276,I Just Wanna Love U (Give It 2 Me),14.0,2000-12-16
1960,2593,I Just Wanna Love U (Give It 2 Me),13.0,2000-12-23
1961,2910,I Just Wanna Love U (Give It 2 Me),11.0,2000-12-30
1962,3227,I Just Wanna Love U (Give It 2 Me),12.0,2001-01-06
1963,3544,I Just Wanna Love U (Give It 2 Me),12.0,2001-01-13
1964,3861,I Just Wanna Love U (Give It 2 Me),12.0,2001-01-20
1965,4178,I Just Wanna Love U (Give It 2 Me),15.0,2001-01-27
1966,4495,I Just Wanna Love U (Give It 2 Me),15.0,2001-02-03
1967,4812,I Just Wanna Love U (Give It 2 Me),19.0,2001-02-10
1968,5129,I Just Wanna Love U (Give It 2 Me),24.0,2001-02-17
1969,5446,I Just Wanna Love U (Give It 2 Me),28.0,2001-02-24
1970,5763,I Just Wanna Love U (Give It 2 Me),29.0,2001-03-03
1971,6080,I Just Wanna Love U (Give It 2 Me),30.0,2001-03-10
1972,6397,I Just Wanna Love U (Give It 2 Me),40.0,2001-03-17
1973,2,I Knew I Loved You,71.0,1999-10-23
1974,319,I Knew I Loved You,48.0,1999-10-30
1975,636,I Knew I Loved You,43.0,1999-11-06
1976,953,I Knew I Loved You,31.0,1999-11-13
1977,1270,I Knew I Loved You,20.0,1999-11-20
1978,1587,I Knew I Loved You,13.0,1999-11-27
1979,1904,I Knew I Loved You,7.0,1999-12-04
1980,2221,I Knew I Loved You,6.0,1999-12-11
1981,2538,I Knew I Loved You,4.0,1999-12-18
1982,2855,I Knew I Loved You,4.0,1999-12-25
1983,3172,I Knew I Loved You,4.0,2000-01-01
1984,3489,I Knew I Loved You,6.0,2000-01-08
1985,3806,I Knew I Loved You,4.0,2000-01-15
1986,4123,I Knew I Loved You,2.0,2000-01-22
1987,4440,I Knew I Loved You,1.0,2000-01-29
1988,4757,I Knew I Loved You,1.0,2000-02-05
1989,5074,I Knew I Loved You,1.0,2000-02-12
1990,5391,I Knew I Loved You,2.0,2000-02-19
1991,5708,I Knew I Loved You,1.0,2000-02-26
1992,6025,I Knew I Loved You,2.0,2000-03-04
1993,6342,I Knew I Loved You,4.0,2000-03-11
1994,6659,I Knew I Loved You,8.0,2000-03-18
1995,6976,I Knew I Loved You,8.0,2000-03-25
1996,7293,I Knew I Loved You,12.0,2000-04-01
1997,7610,I Knew I Loved You,14.0,2000-04-08
1998,7927,I Knew I Loved You,17.0,2000-04-15
1999,8244,I Knew I Loved You,21.0,2000-04-22
2000,8561,I Knew I Loved You,24.0,2000-04-29
2001,8878,I Knew I Loved You,30.0,2000-05-06
2002,9195,I Knew I Loved You,34.0,2000-05-13
2003,9512,I Knew I Loved You,37.0,2000-05-20
2004,9829,I Knew I Loved You,46.0,2000-05-27
2005,10146,I Knew I Loved You,47.0,2000-06-03
2006,309,I Know,98.0,2000-12-30
2007,626,I Know,98.0,2001-01-06
2008,111,I Learned From The Best,83.0,2000-02-19
2009,428,I Learned From The Best,83.0,2000-02-26
2010,745,I Learned From The Best,83.0,2000-03-04
2011,1062,I Learned From The Best,40.0,2000-03-11
2012,1379,I Learned From The Best,28.0,2000-03-18
2013,1696,I Learned From The Best,27.0,2000-03-25
2014,2013,I Learned From The Best,28.0,2000-04-01
2015,2330,I Learned From The Best,36.0,2000-04-08
2016,2647,I Learned From The Best,53.0,2000-04-15
2017,2964,I Learned From The Best,73.0,2000-04-22
2018,3281,I Learned From The Best,82.0,2000-04-29
2019,96,I Like It,85.0,2000-01-29
2020,413,I Like It,68.0,2000-02-05
2021,730,I Like It,58.0,2000-02-12
2022,1047,I Like It,44.0,2000-02-19
2023,1364,I Like It,40.0,2000-02-26
2024,1681,I Like It,33.0,2000-03-04
2025,1998,I Like It,30.0,2000-03-11
2026,2315,I Like It,29.0,2000-03-18
2027,2632,I Like It,37.0,2000-03-25
2028,2949,I Like It,29.0,2000-04-01
2029,3266,I Like It,29.0,2000-04-08
2030,3583,I Like It,24.0,2000-04-15
2031,3900,I Like It,36.0,2000-04-22
2032,4217,I Like It,46.0,2000-04-29
2033,4534,I Like It,52.0,2000-05-06
2034,4851,I Like It,61.0,2000-05-13
2035,5168,I Like It,83.0,2000-05-20
2036,5485,I Like It,93.0,2000-05-27
2037,5802,I Like It,91.0,2000-06-03
2038,6119,I Like It,89.0,2000-06-10
2039,132,I Lost It,75.0,2000-10-21
2040,449,I Lost It,67.0,2000-10-28
2041,766,I Lost It,61.0,2000-11-04
2042,1083,I Lost It,58.0,2000-11-11
2043,1400,I Lost It,58.0,2000-11-18
2044,1717,I Lost It,53.0,2000-11-25
2045,2034,I Lost It,47.0,2000-12-02
2046,2351,I Lost It,47.0,2000-12-09
2047,2668,I Lost It,40.0,2000-12-16
2048,2985,I Lost It,34.0,2000-12-23
2049,3302,I Lost It,36.0,2000-12-30
2050,3619,I Lost It,45.0,2001-01-06
2051,3936,I Lost It,42.0,2001-01-13
2052,4253,I Lost It,45.0,2001-01-20
2053,4570,I Lost It,60.0,2001-01-27
2054,4887,I Lost It,70.0,2001-02-03
2055,5204,I Lost It,82.0,2001-02-10
2056,5521,I Lost It,88.0,2001-02-17
2057,5838,I Lost It,89.0,2001-02-24
2058,6155,I Lost It,92.0,2001-03-03
2059,225,I Need A Hot Girl,77.0,2000-02-19
2060,542,I Need A Hot Girl,75.0,2000-02-26
2061,859,I Need A Hot Girl,71.0,2000-03-04
2062,1176,I Need A Hot Girl,65.0,2000-03-11
2063,1493,I Need A Hot Girl,65.0,2000-03-18
2064,1810,I Need A Hot Girl,70.0,2000-03-25
2065,2127,I Need A Hot Girl,69.0,2000-04-01
2066,2444,I Need A Hot Girl,77.0,2000-04-08
2067,2761,I Need A Hot Girl,79.0,2000-04-15
2068,3078,I Need A Hot Girl,90.0,2000-04-22
2069,3395,I Need A Hot Girl,92.0,2000-04-29
2070,3712,I Need A Hot Girl,95.0,2000-05-06
2071,4029,I Need A Hot Girl,100.0,2000-05-13
2072,55,I Need You,77.0,2000-05-27
2073,372,I Need You,68.0,2000-06-03
2074,689,I Need You,67.0,2000-06-10
2075,1006,I Need You,63.0,2000-06-17
2076,1323,I Need You,59.0,2000-06-24
2077,1640,I Need You,59.0,2000-07-01
2078,1957,I Need You,59.0,2000-07-08
2079,2274,I Need You,53.0,2000-07-15
2080,2591,I Need You,51.0,2000-07-22
2081,2908,I Need You,50.0,2000-07-29
2082,3225,I Need You,13.0,2000-08-05
2083,3542,I Need You,11.0,2000-08-12
2084,3859,I Need You,11.0,2000-08-19
2085,4176,I Need You,15.0,2000-08-26
2086,4493,I Need You,12.0,2000-09-02
2087,4810,I Need You,12.0,2000-09-09
2088,5127,I Need You,13.0,2000-09-16
2089,5444,I Need You,16.0,2000-09-23
2090,5761,I Need You,19.0,2000-09-30
2091,6078,I Need You,21.0,2000-10-07
2092,6395,I Need You,21.0,2000-10-14
2093,6712,I Need You,24.0,2000-10-21
2094,7029,I Need You,25.0,2000-10-28
2095,7346,I Need You,30.0,2000-11-04
2096,7663,I Need You,41.0,2000-11-11
2097,215,I Think God Can Explain,71.0,2000-06-10
2098,532,I Think God Can Explain,66.0,2000-06-17
2099,849,I Think God Can Explain,62.0,2000-06-24
2100,1166,I Think God Can Explain,62.0,2000-07-01
2101,1483,I Think God Can Explain,62.0,2000-07-08
2102,1800,I Think God Can Explain,64.0,2000-07-15
2103,2117,I Think God Can Explain,65.0,2000-07-22
2104,2434,I Think God Can Explain,71.0,2000-07-29
2105,2751,I Think God Can Explain,81.0,2000-08-05
2106,3068,I Think God Can Explain,89.0,2000-08-12
2107,3385,I Think God Can Explain,95.0,2000-08-19
2108,3702,I Think God Can Explain,100.0,2000-08-26
2109,81,I Think I'm In Love With You,63.0,2000-07-01
2110,398,I Think I'm In Love With You,52.0,2000-07-08
2111,715,I Think I'm In Love With You,44.0,2000-07-15
2112,1032,I Think I'm In Love With You,29.0,2000-07-22
2113,1349,I Think I'm In Love With You,25.0,2000-07-29
2114,1666,I Think I'm In Love With You,23.0,2000-08-05
2115,1983,I Think I'm In Love With You,21.0,2000-08-12
2116,2300,I Think I'm In Love With You,21.0,2000-08-19
2117,2617,I Think I'm In Love With You,21.0,2000-08-26
2118,2934,I Think I'm In Love With You,27.0,2000-09-02
2119,3251,I Think I'm In Love With You,38.0,2000-09-09
2120,3568,I Think I'm In Love With You,38.0,2000-09-16
2121,3885,I Think I'm In Love With You,57.0,2000-09-23
2122,4202,I Think I'm In Love With You,74.0,2000-09-30
2123,4519,I Think I'm In Love With You,89.0,2000-10-07
2124,4836,I Think I'm In Love With You,96.0,2000-10-14
2125,36,I Try,68.0,2000-02-19
2126,353,I Try,51.0,2000-02-26
2127,670,I Try,47.0,2000-03-04
2128,987,I Try,36.0,2000-03-11
2129,1304,I Try,30.0,2000-03-18
2130,1621,I Try,20.0,2000-03-25
2131,1938,I Try,15.0,2000-04-01
2132,2255,I Try,12.0,2000-04-08
2133,2572,I Try,8.0,2000-04-15
2134,2889,I Try,7.0,2000-04-22
2135,3206,I Try,7.0,2000-04-29
2136,3523,I Try,7.0,2000-05-06
2137,3840,I Try,6.0,2000-05-13
2138,4157,I Try,5.0,2000-05-20
2139,4474,I Try,6.0,2000-05-27
2140,4791,I Try,9.0,2000-06-03
2141,5108,I Try,10.0,2000-06-10
2142,5425,I Try,11.0,2000-06-17
2143,5742,I Try,14.0,2000-06-24
2144,6059,I Try,16.0,2000-07-01
2145,6376,I Try,16.0,2000-07-08
2146,6693,I Try,16.0,2000-07-15
2147,7010,I Try,21.0,2000-07-22
2148,7327,I Try,27.0,2000-07-29
2149,7644,I Try,34.0,2000-08-05
2150,7961,I Try,40.0,2000-08-12
2151,8278,I Try,46.0,2000-08-19
2152,26,I Turn To You,50.0,2000-04-15
2153,343,I Turn To You,39.0,2000-04-22
2154,660,I Turn To You,30.0,2000-04-29
2155,977,I Turn To You,28.0,2000-05-06
2156,1294,I Turn To You,21.0,2000-05-13
2157,1611,I Turn To You,19.0,2000-05-20
2158,1928,I Turn To You,20.0,2000-05-27
2159,2245,I Turn To You,17.0,2000-06-03
2160,2562,I Turn To You,17.0,2000-06-10
2161,2879,I Turn To You,17.0,2000-06-17
2162,3196,I Turn To You,17.0,2000-06-24
2163,3513,I Turn To You,3.0,2000-07-01
2164,3830,I Turn To You,3.0,2000-07-08
2165,4147,I Turn To You,7.0,2000-07-15
2166,4464,I Turn To You,10.0,2000-07-22
2167,4781,I Turn To You,17.0,2000-07-29
2168,5098,I Turn To You,25.0,2000-08-05
2169,5415,I Turn To You,29.0,2000-08-12
2170,5732,I Turn To You,29.0,2000-08-19
2171,6049,I Turn To You,40.0,2000-08-26
2172,6366,I Turn To You,43.0,2000-09-02
2173,6683,I Turn To You,50.0,2000-09-09
2174,98,I Wanna Be With You,69.0,2000-06-17
2175,415,I Wanna Be With You,63.0,2000-06-24
2176,732,I Wanna Be With You,54.0,2000-07-01
2177,1049,I Wanna Be With You,50.0,2000-07-08
2178,1366,I Wanna Be With You,45.0,2000-07-15
2179,1683,I Wanna Be With You,42.0,2000-07-22
2180,2000,I Wanna Be With You,31.0,2000-07-29
2181,2317,I Wanna Be With You,28.0,2000-08-05
2182,2634,I Wanna Be With You,24.0,2000-08-12
2183,2951,I Wanna Be With You,34.0,2000-08-19
2184,3268,I Wanna Be With You,42.0,2000-08-26
2185,3585,I Wanna Be With You,53.0,2000-09-02
2186,3902,I Wanna Be With You,65.0,2000-09-09
2187,4219,I Wanna Be With You,66.0,2000-09-16
2188,4536,I Wanna Be With You,77.0,2000-09-23
2189,4853,I Wanna Be With You,94.0,2000-09-30
2190,5170,I Wanna Be With You,99.0,2000-10-07
2191,6755,I Wanna Be With You,93.0,2000-11-11
2192,7072,I Wanna Be With You,91.0,2000-11-18
2193,7389,I Wanna Be With You,91.0,2000-11-25
2194,7706,I Wanna Be With You,90.0,2000-12-02
2195,8023,I Wanna Be With You,89.0,2000-12-09
2196,8340,I Wanna Be With You,86.0,2000-12-16
2197,28,I Wanna Know,94.0,2000-01-01
2198,345,I Wanna Know,86.0,2000-01-08
2199,662,I Wanna Know,69.0,2000-01-15
2200,979,I Wanna Know,50.0,2000-01-22
2201,1296,I Wanna Know,41.0,2000-01-29
2202,1613,I Wanna Know,33.0,2000-02-05
2203,1930,I Wanna Know,32.0,2000-02-12
2204,2247,I Wanna Know,28.0,2000-02-19
2205,2564,I Wanna Know,28.0,2000-02-26
2206,2881,I Wanna Know,27.0,2000-03-04
2207,3198,I Wanna Know,27.0,2000-03-11
2208,3515,I Wanna Know,25.0,2000-03-18
2209,3832,I Wanna Know,23.0,2000-03-25
2210,4149,I Wanna Know,20.0,2000-04-01
2211,4466,I Wanna Know,17.0,2000-04-08
2212,4783,I Wanna Know,15.0,2000-04-15
2213,5100,I Wanna Know,14.0,2000-04-22
2214,5417,I Wanna Know,11.0,2000-04-29
2215,5734,I Wanna Know,11.0,2000-05-06
2216,6051,I Wanna Know,14.0,2000-05-13
2217,6368,I Wanna Know,11.0,2000-05-20
2218,6685,I Wanna Know,11.0,2000-05-27
2219,7002,I Wanna Know,10.0,2000-06-03
2220,7319,I Wanna Know,12.0,2000-06-10
2221,7636,I Wanna Know,10.0,2000-06-17
2222,7953,I Wanna Know,6.0,2000-06-24
2223,8270,I Wanna Know,4.0,2000-07-01
2224,8587,I Wanna Know,5.0,2000-07-08
2225,8904,I Wanna Know,4.0,2000-07-15
2226,9221,I Wanna Know,5.0,2000-07-22
2227,9538,I Wanna Know,5.0,2000-07-29
2228,9855,I Wanna Know,7.0,2000-08-05
2229,10172,I Wanna Know,6.0,2000-08-12
2230,10489,I Wanna Know,8.0,2000-08-19
2231,10806,I Wanna Know,5.0,2000-08-26
2232,11123,I Wanna Know,6.0,2000-09-02
2233,11440,I Wanna Know,9.0,2000-09-09
2234,11757,I Wanna Know,9.0,2000-09-16
2235,12074,I Wanna Know,8.0,2000-09-23
2236,12391,I Wanna Know,14.0,2000-09-30
2237,12708,I Wanna Know,16.0,2000-10-07
2238,13025,I Wanna Know,20.0,2000-10-14
2239,13342,I Wanna Know,32.0,2000-10-21
2240,13659,I Wanna Know,45.0,2000-10-28
2241,129,I Will Love Again,91.0,2000-06-10
2242,446,I Will Love Again,80.0,2000-06-17
2243,763,I Will Love Again,75.0,2000-06-24
2244,1080,I Will Love Again,61.0,2000-07-01
2245,1397,I Will Love Again,60.0,2000-07-08
2246,1714,I Will Love Again,52.0,2000-07-15
2247,2031,I Will Love Again,45.0,2000-07-22
2248,2348,I Will Love Again,40.0,2000-07-29
2249,2665,I Will Love Again,36.0,2000-08-05
2250,2982,I Will Love Again,32.0,2000-08-12
2251,3299,I Will Love Again,37.0,2000-08-19
2252,3616,I Will Love Again,45.0,2000-08-26
2253,3933,I Will Love Again,68.0,2000-09-02
2254,4250,I Will Love Again,80.0,2000-09-09
2255,4567,I Will Love Again,80.0,2000-09-16
2256,4884,I Will Love Again,89.0,2000-09-23
2257,5201,I Will Love Again,96.0,2000-09-30
2258,159,I Will.. But,78.0,2000-07-15
2259,476,I Will.. But,74.0,2000-07-22
2260,793,I Will.. But,70.0,2000-07-29
2261,1110,I Will.. But,61.0,2000-08-05
2262,1427,I Will.. But,59.0,2000-08-12
2263,1744,I Will.. But,52.0,2000-08-19
2264,2061,I Will.. But,48.0,2000-08-26
2265,2378,I Will.. But,47.0,2000-09-02
2266,2695,I Will.. But,45.0,2000-09-09
2267,3012,I Will.. But,43.0,2000-09-16
2268,3329,I Will.. But,44.0,2000-09-23
2269,3646,I Will.. But,43.0,2000-09-30
2270,3963,I Will.. But,52.0,2000-10-07
2271,4280,I Will.. But,56.0,2000-10-14
2272,4597,I Will.. But,70.0,2000-10-21
2273,4914,I Will.. But,80.0,2000-10-28
2274,5231,I Will.. But,86.0,2000-11-04
2275,5548,I Will.. But,81.0,2000-11-11
2276,5865,I Will.. But,85.0,2000-11-18
2277,6182,I Will.. But,87.0,2000-11-25
2278,79,I Wish,75.0,2000-03-25
2279,396,I Wish,64.0,2000-04-01
2280,713,I Wish,48.0,2000-04-08
2281,1030,I Wish,39.0,2000-04-15
2282,1347,I Wish,32.0,2000-04-22
2283,1664,I Wish,28.0,2000-04-29
2284,1981,I Wish,24.0,2000-05-06
2285,2298,I Wish,20.0,2000-05-13
2286,2615,I Wish,22.0,2000-05-20
2287,2932,I Wish,21.0,2000-05-27
2288,3249,I Wish,22.0,2000-06-03
2289,3566,I Wish,26.0,2000-06-10
2290,3883,I Wish,23.0,2000-06-17
2291,4200,I Wish,24.0,2000-06-24
2292,4517,I Wish,27.0,2000-07-01
2293,4834,I Wish,28.0,2000-07-08
2294,5151,I Wish,42.0,2000-07-15
2295,5468,I Wish,44.0,2000-07-22
2296,5785,I Wish,52.0,2000-07-29
2297,6102,I Wish,67.0,2000-08-05
2298,179,I'll Be,89.0,2000-05-13
2299,496,I'll Be,79.0,2000-05-20
2300,813,I'll Be,79.0,2000-05-27
2301,1130,I'll Be,72.0,2000-06-03
2302,1447,I'll Be,69.0,2000-06-10
2303,1764,I'll Be,64.0,2000-06-17
2304,2081,I'll Be,61.0,2000-06-24
2305,2398,I'll Be,57.0,2000-07-01
2306,2715,I'll Be,55.0,2000-07-08
2307,3032,I'll Be,55.0,2000-07-15
2308,3349,I'll Be,52.0,2000-07-22
2309,3666,I'll Be,51.0,2000-07-29
2310,3983,I'll Be,53.0,2000-08-05
2311,4300,I'll Be,60.0,2000-08-12
2312,4617,I'll Be,81.0,2000-08-19
2313,4934,I'll Be,84.0,2000-08-26
2314,5251,I'll Be,93.0,2000-09-02
2315,5568,I'll Be,91.0,2000-09-09
2316,5885,I'll Be,94.0,2000-09-16
2317,6202,I'll Be,100.0,2000-09-23
2318,301,I'm Outta Love,92.0,2000-04-01
2319,1252,I'm Outta Love,95.0,2000-04-22
2320,3788,I'm Outta Love,97.0,2000-06-17
2321,232,If I Am,68.0,2000-12-02
2322,549,If I Am,68.0,2000-12-09
2323,866,If I Am,81.0,2000-12-16
2324,1183,If I Am,94.0,2000-12-23
2325,1500,If I Am,100.0,2000-12-30
2326,293,If You Don't Wanna Love Me,98.0,2000-03-25
2327,610,If You Don't Wanna Love Me,98.0,2000-04-01
2328,927,If You Don't Wanna Love Me,92.0,2000-04-08
2329,1244,If You Don't Wanna Love Me,89.0,2000-04-15
2330,1561,If You Don't Wanna Love Me,92.0,2000-04-22
2331,1878,If You Don't Wanna Love Me,93.0,2000-04-29
2332,310,Imagine That,99.0,2000-08-12
